0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.999956,0.000023,0.000000,0.000301,0.000008,0.000000,0.000000,0.000000,0.000012,0.000020,0.000000,0.000011,0.000000,0.000035
0.000008,0.000000,0.000000,0.999980,0.000001,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.999998,0.000258,0.000000
0.000197,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.999745,0.000002,0.000000,0.000000,0.000000,0.000008,0.000186
0.999907,0.000148,0.000004,0.010663,0.999603,0.000000,0.000548,0.000000,0.000002,0.000000,0.999894,0.000093,0.001981,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000014,0.000000,0.000000,0.013553,0.000016,0.999998,0.000000,0.000005,0.000000,0.000000,0.000000,0.000002,0.001877,0.000005
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000007,0.000000,0.000001,0.000003,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.001146,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999759,0.000009
0.000026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000032,0.000000,0.000005,0.000009,0.999982,0.000000,0.000000,0.000000,0.000000,0.000003,0.000001,0.000000,0.000020,0.000000
0.008175,0.997467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
