0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.999997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.999944,0.000008,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,1.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.999845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000103
0.780565,0.000000,0.000000,0.001239,0.999985,0.000000,0.000004,0.000000,0.000000,0.000000,1.000000,0.000002,0.000136,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000000,0.000000,0.000000,0.000003,0.999986,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000175,0.000002
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000076,0.000039,0.000348,0.000031,0.994956,0.000007,0.000151,0.000075,0.000239,0.000095,0.000002,0.000001,0.000037,0.000007
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000158,0.000000,0.000883,0.000043,0.000122,0.998261,0.000001,0.000014,0.000000,0.000000,0.000000,0.000000,0.997009,0.000001
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000096,0.000000,0.999992,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000006,1.000000,0.000001,0.000000,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000112
0.000000,0.000000,0.999996,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000
0.000037,0.000000,0.000001,0.000000,0.000009,0.000000,0.000001,0.000000,0.000000,0.999496,0.000000,0.000000,0.000006,0.000001
0.544668,0.000001,0.000000,0.989510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000001,0.000002
0.000000,0.000000,0.000000,0.000087,0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.999183,0.000000
0.000000,0.000000,0.000000,0.999997,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000268,0.000062,0.000644,0.000187,0.939593,0.000108,0.000798,0.001049,0.000964,0.000929,0.000017,0.000010,0.000378,0.000148
0.000000,0.000000,0.999998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.999957,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000
0.000002,0.000000,0.000025,0.000002,0.999408,0.000000,0.000004,0.000001,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.999991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000110,0.000000,0.000002,0.000049,0.000024,0.000007,0.000010,0.010642,0.000000,0.000002,0.000000,0.000002,0.984036,0.000553
0.999996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000000,0.999995,0.000000,0.000001
0.000985,0.001285,0.971102,0.004766,0.000674,0.000456,0.001662,0.001390,0.000095,0.005062,0.001308,0.000797,0.021345,0.002363
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
